,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
27,100187,Cash loans,F,N,Y,0,225000.0,501363.0,25726.5,418500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.031329,-21040,-2467,-918.0,-3663,,1,1,0,1,1,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,,0.266212100961842,0.5954562029091491,0.0722,,0.9965,,,0.04,0.0345,0.5,,,,0.0986,,0.0843,0.0735,,0.9965,,,0.0403,0.0345,0.5,,,,0.1027,,0.0893,0.0729,,0.9965,,,0.04,0.0345,0.5,,,,0.1004,,0.0861,,block of flats,0.1175,"Stone, brick",No,5.0,1.0,5.0,1.0,-1792.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28,100212,Cash loans,F,Y,N,0,90000.0,450000.0,23107.5,450000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.005002,-15773,-1310,-7173.0,-5049,22.0,1,1,0,1,0,0,Core staff,2.0,3,3,MONDAY,15,0,0,0,0,0,0,Self-employed,,0.7629532085826144,0.3572932680336494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
29,100222,Cash loans,F,Y,Y,0,360000.0,945000.0,34074.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-17796,-2785,-2296.0,-1224,1.0,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.6786018822974562,0.25396280933631177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
30,100223,Cash loans,F,N,N,0,180000.0,490374.0,35811.0,400500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00496,-12994,-2055,-164.0,-3461,,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Trade: type 6,0.4477538250164531,0.7858814044490458,0.6127042441012546,0.1129,,0.9876,,,0.0,0.3103,0.1875,,0.0114,,,,,0.0998,,0.9866,,,0.0,0.2759,0.1667,,0.0116,,,,,0.114,,0.9876,,,0.0,0.3103,0.1875,,0.0116,,,,,,,0.0856,"Stone, brick",No,2.0,0.0,1.0,0.0,-1967.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
31,100232,Cash loans,F,N,N,1,102150.0,335592.0,21577.5,265500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,-14445,-1751,-2204.0,-5049,,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,15,0,0,0,0,0,0,School,,0.7845722127718678,0.5673792367572691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-551.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
32,100241,Cash loans,F,N,N,0,67500.0,431280.0,17797.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.015221,-9187,-270,-3663.0,-725,,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,14,1,1,0,1,1,1,Business Entity Type 3,,0.09092189161960254,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
33,100245,Cash loans,F,N,N,0,112500.0,364896.0,20947.5,315000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.016612000000000002,-13365,-1397,-5725.0,-5788,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 12,0.637953185640725,0.6708899286421401,0.5460231970049609,0.1814,0.0292,0.9752,0.66,0.0194,0.0,0.0345,0.1667,0.2083,0.0759,0.1471,0.0898,0.0039,0.006,0.1849,0.0303,0.9752,0.6733,0.0196,0.0,0.0345,0.1667,0.2083,0.0777,0.1607,0.0935,0.0039,0.0064,0.1832,0.0292,0.9752,0.6645,0.0195,0.0,0.0345,0.1667,0.2083,0.0773,0.1496,0.0914,0.0039,0.0062,reg oper account,block of flats,0.0825,"Stone, brick",No,1.0,0.0,1.0,0.0,-2264.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
34,100253,Cash loans,F,Y,Y,0,171000.0,819792.0,39568.5,720000.0,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010966,-15631,-3060,-1545.0,-3162,1.0,1,1,0,1,0,0,Accountants,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3987508957507237,0.6083332060612188,0.6769925032909132,0.3309,0.2276,0.9856,0.8028,0.151,0.36,0.3103,0.3333,0.375,,0.26899999999999996,0.2138,0.0039,0.0103,0.3372,0.2362,0.9856,0.8105,0.1524,0.3625,0.3103,0.3333,0.375,,0.2938,0.2227,0.0039,0.0109,0.3341,0.2276,0.9856,0.8054,0.1519,0.36,0.3103,0.3333,0.375,,0.2736,0.2176,0.0039,0.0106,org spec account,block of flats,0.2529,Block,No,0.0,0.0,0.0,0.0,-2302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
35,100256,Cash loans,M,Y,Y,0,121500.0,119925.0,13563.0,112500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-10125,-1161,-239.0,-2335,19.0,1,1,0,1,0,0,Core staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 7,,0.4966999265160138,0.3201633668633456,0.0804,0.0938,0.9886,0.8436,0.1385,0.0,0.2069,0.1667,0.0417,0.0315,0.0656,0.0822,0.0,0.0,0.0819,0.0974,0.9886,0.8497,0.1398,0.0,0.2069,0.1667,0.0417,0.0322,0.0716,0.0857,0.0,0.0,0.0812,0.0938,0.9886,0.8457,0.1394,0.0,0.2069,0.1667,0.0417,0.0321,0.0667,0.0837,0.0,0.0,reg oper account,block of flats,0.0757,"Stone, brick",No,0.0,0.0,0.0,0.0,-1198.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
36,100271,Cash loans,F,Y,Y,0,270000.0,1800000.0,98770.5,1800000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-23139,365243,-262.0,-4637,0.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.7494215648098264,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2023.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
37,100278,Cash loans,F,N,Y,1,121500.0,450000.0,35685.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005002,-10834,-1787,-4039.0,-365,,1,1,1,1,0,0,Sales staff,3.0,3,3,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.4306276617744951,0.472078723935541,0.3001077565791181,0.0062,,0.9657,0.5308,,,,0.0,,,0.005,0.0022,,0.0,0.0063,,0.9657,0.5492,,,,0.0,,,0.0055,0.0023,,0.0,0.0062,,0.9657,0.5371,,,,0.0,,,0.0051,0.0023,,0.0,reg oper spec account,block of flats,0.0028,Wooden,No,5.0,1.0,5.0,1.0,-358.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
38,100280,Cash loans,M,Y,Y,2,405000.0,513040.5,61015.5,472500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.04622,-14342,-976,-2238.0,-1168,3.0,1,1,0,1,0,1,Managers,4.0,1,1,TUESDAY,10,0,1,1,0,0,0,Business Entity Type 3,0.857563772195475,0.7458858805173066,0.6817058776720116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-329.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
39,100306,Cash loans,M,N,N,0,112500.0,360000.0,28570.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.010032,-8743,-253,-8712.0,-1416,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,,0.38346449320707854,0.4920600938649263,0.0134,,,,,0.0,0.069,0.0417,,,,0.0062,,,0.0137,,,,,0.0,0.069,0.0417,,,,0.0065,,,0.0135,,,,,0.0,0.069,0.0417,,,,0.0063,,,,block of flats,0.0068,Wooden,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
40,100311,Cash loans,F,N,Y,0,175500.0,247500.0,12766.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-17709,-3910,-9194.0,-1265,,1,1,0,1,0,1,Medicine staff,2.0,3,3,SUNDAY,11,0,0,0,0,0,0,Government,0.6696215496138287,0.3121728034737758,0.16441417882990705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1098.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
41,100312,Cash loans,M,N,N,0,67500.0,463500.0,33921.0,463500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,-23313,365243,-1806.0,-5207,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,XNA,0.7180567240139539,0.4818925139065904,0.8214433128935934,0.1098,0.10400000000000001,0.9925,,,0.1,0.0862,0.375,,0.0181,,0.1467,,0.0051,0.0567,0.1079,0.9881,,,0.0403,0.0345,0.375,,0.0185,,0.099,,0.0054,0.1109,0.10400000000000001,0.9925,,,0.1,0.0862,0.375,,0.0184,,0.1494,,0.0052,,block of flats,0.1572,"Stone, brick",No,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
42,100330,Cash loans,F,Y,Y,0,211500.0,539100.0,27652.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13900,-2292,-308.0,-5677,21.0,1,1,0,1,0,1,Core staff,2.0,3,3,WEDNESDAY,9,0,0,0,0,0,0,Postal,0.3228945706861466,0.5061354324171047,0.4920600938649263,0.0082,0.0327,0.9811,,,0.0,0.0345,0.0417,,0.0227,,0.0062,,0.0,0.0084,0.034,0.9811,,,0.0,0.0345,0.0417,,0.0232,,0.0065,,0.0,0.0083,0.0327,0.9811,,,0.0,0.0345,0.0417,,0.0231,,0.0064,,0.0,,block of flats,0.0054,"Stone, brick",No,10.0,0.0,9.0,0.0,-998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
43,100331,Cash loans,M,Y,Y,0,225000.0,792162.0,40576.5,630000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.008473999999999999,-17884,-2634,-7177.0,-1057,13.0,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,14,1,1,1,1,1,1,Business Entity Type 3,,0.7564625800013871,,0.268,0.0564,0.9856,,,0.08,0.069,0.3333,,0.0098,,0.0823,,,0.2731,0.0586,0.9856,,,0.0806,0.069,0.3333,,0.01,,0.0858,,,0.2706,0.0564,0.9856,,,0.08,0.069,0.3333,,0.01,,0.0838,,,,specific housing,0.1355,"Stone, brick",No,0.0,0.0,0.0,0.0,-866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
44,100352,Cash loans,M,Y,Y,1,180000.0,729792.0,37390.5,630000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-18928,-1555,-6615.0,-2457,3.0,1,1,0,1,0,1,Drivers,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Medicine,0.5363793062797462,0.672240432121728,0.1852020815902493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1895.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
45,100358,Cash loans,F,N,Y,0,202500.0,798777.0,51178.5,697500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18552,-2425,-3294.0,-2096,,1,1,0,1,0,0,Laborers,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6707215946089536,0.2906310801784493,0.44539624156083396,0.0082,,0.9717,,,0.0,0.0345,0.0417,,0.0163,,0.0084,,,0.0084,,0.9717,,,0.0,0.0345,0.0417,,0.0167,,0.0088,,,0.0083,,0.9717,,,0.0,0.0345,0.0417,,0.0166,,0.0086,,,,block of flats,0.0073,Wooden,No,0.0,0.0,0.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
46,100367,Cash loans,M,Y,N,0,157500.0,261000.0,26874.0,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-19840,-3761,-1325.0,-3323,14.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Housing,,0.5092289549980366,0.656158373001177,0.0928,0.0534,0.9841,0.762,,0.0532,0.1838,0.2221,,0.0585,,0.1123,,0.0007,0.0945,0.0,0.9786,0.7190000000000001,,0.0,0.2069,0.1667,,0.0198,,0.0957,,0.0,0.0937,0.0534,0.9866,0.7652,,0.0,0.2069,0.1667,,0.0595,,0.0949,,0.0,,block of flats,0.0724,Panel,No,2.0,0.0,2.0,0.0,-1780.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
47,100382,Cash loans,M,Y,N,1,180000.0,431280.0,22149.0,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007273999999999998,-11746,-1804,-1095.0,-2911,22.0,1,1,0,1,1,1,Managers,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.3785445267666673,0.16441417882990705,0.0577,0.086,0.9747,0.6532,0.0062,0.0,0.1379,0.125,0.1667,0.038,0.0471,0.0554,0.0,0.0,0.0588,0.0892,0.9747,0.6668,0.0062,0.0,0.1379,0.125,0.1667,0.0389,0.0514,0.0577,0.0,0.0,0.0583,0.086,0.9747,0.6578,0.0062,0.0,0.1379,0.125,0.1667,0.0387,0.0479,0.0564,0.0,0.0,reg oper account,block of flats,0.047,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
48,100384,Cash loans,F,N,Y,0,112500.0,360000.0,28570.5,360000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.018209,-11991,-1303,-5282.0,-936,,1,1,0,1,0,0,Medicine staff,2.0,3,3,WEDNESDAY,13,0,0,0,0,0,0,Medicine,0.6403608878311089,0.3942681389792175,,0.1701,0.0,0.9771,0.6872,0.0365,0.0,0.1034,0.1667,0.2083,0.0631,0.1378,0.0613,0.0039,0.0,0.1733,0.0,0.9772,0.6994,0.0368,0.0,0.1034,0.1667,0.2083,0.0646,0.1506,0.0638,0.0039,0.0,0.1718,0.0,0.9771,0.6914,0.0367,0.0,0.1034,0.1667,0.2083,0.0642,0.1402,0.0624,0.0039,0.0,reg oper account,block of flats,0.0681,"Stone, brick",No,0.0,0.0,0.0,0.0,-213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
49,100385,Cash loans,M,Y,N,1,229500.0,544500.0,42268.5,544500.0,Family,Working,Lower secondary,Married,House / apartment,0.028663,-12567,-5041,-4640.0,-4565,4.0,1,1,0,1,0,0,,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.5767684103937347,0.28371188263500075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
